time,RIV01,RIV02,RIV03,RIV04,RIV05,RIV06,RIV07,RIV08,RIV09,RIV10,RIV11,RIV12,RIV13
10196.40000000,-0.62176E+06,-0.11680E+08,-0.58445E+07,-0.30225E+07,-0.20384E+07,-0.17325E+08,-0.77664E+07,-0.99139E+07,-0.24775E+07,-0.24664E+07,-0.55001E+07,-0.40749E+07,-0.16736E+08
10226.40000000,-0.35159E+06,-0.10652E+08,-0.45561E+07,-0.12244E+07,-0.11314E+07,-0.15861E+08,-0.71655E+07,-0.68231E+07,-0.22036E+07,-0.25850E+07,-0.54963E+07,-0.41113E+07,-0.16853E+08
10257.40000000,-0.29119E+06,-0.98102E+07,-0.40340E+07,-0.10432E+07,-0.94062E+06,-0.14749E+08,-0.67448E+07,-0.62069E+07,-0.21714E+07,-0.26413E+07,-0.54930E+07,-0.41642E+07,-0.16922E+08
10288.40000000,-0.23538E+06,-0.90811E+07,-0.37130E+07,-0.64648E+06,-0.78558E+06,-0.13724E+08,-0.63258E+07,-0.58854E+07,-0.21490E+07,-0.26713E+07,-0.54890E+07,-0.41969E+07,-0.16957E+08
10316.40000000,-0.16693E+06,-0.84810E+07,-0.34657E+07,-0.76831E+06,-0.54517E+06,-0.12872E+08,-0.59194E+07,-0.56888E+07,-0.21219E+07,-0.26862E+07,-0.54845E+07,-0.42122E+07,-0.16973E+08
10347.40000000,-0.21710E+06,-0.79743E+07,-0.32628E+07,-0.74064E+06,-0.30419E+06,-0.11886E+08,-0.53105E+07,-0.56331E+07,-0.21563E+07,-0.26953E+07,-0.54785E+07,-0.42188E+07,-0.16982E+08
10377.40000000,-0.33785E+06,-0.82417E+07,-0.27251E+07,0.15263E+07,-0.12973E+07,-0.12501E+08,-0.55843E+07,-0.89220E+07,-0.28209E+07,-0.28192E+07,-0.54791E+07,-0.42543E+07,-0.16991E+08
10408.40000000,-0.10536E+07,-0.96883E+07,-0.57358E+07,-0.69901E+07,-0.20207E+07,-0.13344E+08,-0.59125E+07,-0.12094E+08,-0.36880E+07,-0.31074E+07,-0.54941E+07,-0.42241E+07,-0.16966E+08
10438.40000000,-0.11556E+07,-0.10246E+08,-0.50373E+07,-0.83973E+07,-0.29761E+07,-0.15011E+08,-0.69142E+07,-0.14368E+08,-0.36892E+07,-0.29716E+07,-0.55020E+07,-0.41663E+07,-0.16900E+08
10469.40000000,-0.12978E+07,-0.10679E+08,-0.49569E+07,-0.96148E+07,-0.33355E+07,-0.17112E+08,-0.81782E+07,-0.14422E+08,-0.35406E+07,-0.28475E+07,-0.55032E+07,-0.41086E+07,-0.16798E+08
10500.40000000,-0.12864E+07,-0.11613E+08,-0.63311E+07,-0.11873E+08,-0.34935E+07,-0.18315E+08,-0.87306E+07,-0.15419E+08,-0.36294E+07,-0.27192E+07,-0.54992E+07,-0.41164E+07,-0.16798E+08
10530.40000000,-0.10636E+07,-0.12132E+08,-0.68297E+07,-0.10354E+08,-0.33017E+07,-0.19031E+08,-0.89847E+07,-0.14188E+08,-0.33690E+07,-0.25639E+07,-0.54941E+07,-0.41061E+07,-0.16762E+08
10561.40000000,-0.77284E+06,-0.11740E+08,-0.54650E+07,-0.52788E+07,-0.24800E+07,-0.18207E+08,-0.83087E+07,-0.11494E+08,-0.27293E+07,-0.23472E+07,-0.54719E+07,-0.40851E+07,-0.16706E+08
10591.40000000,-0.38667E+06,-0.10687E+08,-0.43825E+07,-0.18022E+07,-0.12205E+07,-0.16508E+08,-0.74779E+07,-0.70814E+07,-0.22085E+07,-0.25283E+07,-0.54669E+07,-0.40997E+07,-0.16819E+08
10622.40000000,-0.27215E+06,-0.97969E+07,-0.38639E+07,-0.16971E+07,-0.82424E+06,-0.15421E+08,-0.69238E+07,-0.63418E+07,-0.21356E+07,-0.25947E+07,-0.54638E+07,-0.41568E+07,-0.16894E+08
10653.40000000,-0.21153E+06,-0.89852E+07,-0.31984E+07,-0.43104E+06,-0.75826E+06,-0.14446E+08,-0.64849E+07,-0.60286E+07,-0.21148E+07,-0.26273E+07,-0.54602E+07,-0.41947E+07,-0.16932E+08
10681.40000000,-0.23165E+06,-0.84814E+07,-0.35831E+07,-0.81726E+06,-0.42201E+06,-0.13155E+08,-0.58092E+07,-0.58115E+07,-0.21250E+07,-0.26434E+07,-0.54562E+07,-0.42130E+07,-0.16950E+08
10712.40000000,-0.25236E+06,-0.80039E+07,-0.33376E+07,-0.39055E+06,-0.67356E+06,-0.12707E+08,-0.57451E+07,-0.57645E+07,-0.21581E+07,-0.26534E+07,-0.54508E+07,-0.42212E+07,-0.16959E+08
10742.40000000,-0.65873E+06,-0.88392E+07,-0.37295E+07,-0.17470E+07,-0.20663E+07,-0.14030E+08,-0.64731E+07,-0.10267E+08,-0.30312E+07,-0.27658E+07,-0.54509E+07,-0.42396E+07,-0.16911E+08
10773.40000000,-0.61574E+06,-0.97041E+07,-0.50552E+07,-0.49972E+07,-0.25449E+07,-0.14865E+08,-0.68273E+07,-0.12750E+08,-0.33417E+07,-0.27275E+07,-0.54433E+07,-0.42254E+07,-0.16849E+08
10803.40000000,-0.11901E+07,-0.10427E+08,-0.58093E+07,-0.90407E+07,-0.32319E+07,-0.16365E+08,-0.76064E+07,-0.14351E+08,-0.34657E+07,-0.26974E+07,-0.54377E+07,-0.41378E+07,-0.16720E+08
10834.40000000,-0.10079E+07,-0.11055E+08,-0.56449E+07,-0.10043E+08,-0.33154E+07,-0.17733E+08,-0.83476E+07,-0.15356E+08,-0.35130E+07,-0.27035E+07,-0.54424E+07,-0.41204E+07,-0.16750E+08
10865.40000000,-0.11549E+07,-0.11602E+08,-0.59784E+07,-0.10224E+08,-0.33239E+07,-0.18550E+08,-0.87159E+07,-0.15428E+08,-0.34226E+07,-0.25455E+07,-0.54375E+07,-0.40404E+07,-0.16681E+08
10895.40000000,-0.88822E+06,-0.11923E+08,-0.64200E+07,-0.97316E+07,-0.30244E+07,-0.18970E+08,-0.88991E+07,-0.13426E+08,-0.31607E+07,-0.24590E+07,-0.54334E+07,-0.40571E+07,-0.16685E+08
10926.40000000,-0.71652E+06,-0.11608E+08,-0.55581E+07,-0.48490E+07,-0.24279E+07,-0.18294E+08,-0.83062E+07,-0.11369E+08,-0.28636E+07,-0.24719E+07,-0.54269E+07,-0.41306E+07,-0.16760E+08
10956.40000000,-0.37788E+06,-0.10533E+08,-0.43724E+07,-0.13685E+07,-0.12647E+07,-0.16671E+08,-0.74535E+07,-0.70357E+07,-0.22177E+07,-0.25255E+07,-0.54245E+07,-0.41443E+07,-0.16831E+08
10987.40000000,-0.25202E+06,-0.95688E+07,-0.35872E+07,-0.17777E+07,-0.85033E+06,-0.15646E+08,-0.69664E+07,-0.63213E+07,-0.21093E+07,-0.25651E+07,-0.54225E+07,-0.41835E+07,-0.16881E+08
