time,DRN01,DRN02,DRN03,DRN04,DRN05,DRN06,DRN07,DRN08,DRN09,DRN10,DRN11,DRN12,DRN13,DRN14,DRN15,DRN16,DRN17,DRN18
2006.000000000,-89425.,-0.85016E+06,-0.16070E+06,-0.12135E+07,-0.60502E+07,-0.59735E+06,-0.28488E+07,-0.25709E+07,-0.19741E+08,-17070.,-0.67284E+07,-0.49047E+07,-0.96915E+07,-0.54972E+07,-0.16786E+07,-0.40305E+07,-0.59314E+07,-0.15928E+07
2037.000000000,-91655.,-0.88527E+06,-0.16982E+06,-0.12722E+07,-0.65060E+07,-0.60845E+06,-0.32584E+07,-0.26813E+07,-0.20893E+08,-13706.,-0.75233E+07,-0.53150E+07,-0.10534E+08,-0.63535E+07,-0.18607E+07,-0.52102E+07,-0.70057E+07,-0.17757E+07
2068.000000000,-93362.,-0.91787E+06,-0.17894E+06,-0.13315E+07,-0.68899E+07,-0.61886E+06,-0.35086E+07,-0.28522E+07,-0.21277E+08,-10476.,-0.79576E+07,-0.54266E+07,-0.11211E+08,-0.71926E+07,-0.20191E+07,-0.58815E+07,-0.76100E+07,-0.19290E+07
2098.000000000,-94832.,-0.93295E+06,-0.18271E+06,-0.13550E+07,-0.70441E+07,-0.62597E+06,-0.35640E+07,-0.29041E+07,-0.20391E+08,-6232.7,-0.78346E+07,-0.50880E+07,-0.11563E+08,-0.73185E+07,-0.20345E+07,-0.53538E+07,-0.76688E+07,-0.20168E+07
2129.000000000,-96576.,-0.92612E+06,-0.18108E+06,-0.13406E+07,-0.69404E+07,-0.62593E+06,-0.33075E+07,-0.28325E+07,-0.18884E+08,-7524.6,-0.70231E+07,-0.44464E+07,-0.11342E+08,-0.69868E+07,-0.19784E+07,-0.40991E+07,-0.68481E+07,-0.19955E+07
2159.000000000,-93681.,-0.88604E+06,-0.17168E+06,-0.12807E+07,-0.64889E+07,-0.60999E+06,-0.28940E+07,-0.25523E+07,-0.16608E+08,-11421.,-0.58177E+07,-0.27757E+07,-0.10378E+08,-0.59435E+07,-0.18955E+07,-0.22199E+07,-0.52562E+07,-0.18732E+07
2190.000000000,-90797.,-0.85549E+06,-0.16327E+06,-0.12232E+07,-0.60992E+07,-0.59493E+06,-0.26061E+07,-0.23615E+07,-0.15282E+08,-14547.,-0.51498E+07,-0.21101E+07,-0.95192E+07,-0.50877E+07,-0.18163E+07,-0.14864E+07,-0.43255E+07,-0.17565E+07
2221.000000000,-88008.,-0.82670E+06,-0.15562E+06,-0.11691E+07,-0.57639E+07,-0.58096E+06,-0.23792E+07,-0.22070E+07,-0.14455E+08,-16553.,-0.47760E+07,-0.17762E+07,-0.89795E+07,-0.44402E+07,-0.17437E+07,-0.11986E+07,-0.37643E+07,-0.16480E+07
2249.000000000,-85501.,-0.80190E+06,-0.14926E+06,-0.11227E+07,-0.54999E+07,-0.56907E+06,-0.22068E+07,-0.20943E+07,-0.13923E+08,-17562.,-0.45266E+07,-0.16139E+07,-0.84113E+07,-0.39930E+07,-0.16812E+07,-0.10715E+07,-0.34224E+07,-0.15563E+07
2280.000000000,-82971.,-0.77654E+06,-0.14341E+06,-0.10748E+07,-0.52503E+07,-0.55701E+06,-0.20645E+07,-0.20254E+07,-0.13626E+08,-17309.,-0.43367E+07,-0.15374E+07,-0.81312E+07,-0.36380E+07,-0.16158E+07,-0.10425E+07,-0.31710E+07,-0.14640E+07
